Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
293458,Women 25-34,Brand Awareness,15 Days,Pinterest,0.05,$918.50,1.154707323,Miami,French,1595,6176,1,Food,27-09-2022,Gastronomy Guild
260539,Men 18-24,Product Launch,15 Days,Twitter,0.04,$918.52,0.08,Miami,Spanish,2717,9568,4,Home,09-06-2022,Furnish Fine
480704,Women 45-60,Brand Awareness,15 Days,Twitter,0.06,$918.53,6.56,New York,English,2717,9568,2,Home,29-01-2022,Homely Haven
653292,Men 45-60,Brand Awareness,15 Days,Twitter,0.12,$918.54,4.88,Los Angeles,English,2717,9568,1,Fashion,18-08-2022,Vogue Visions
922541,Men 45-60,Increase Sales,15 Days,Twitter,0.14,$918.55,4.73,Los Angeles,English,2717,9569,2,Home,21-02-2022,Decor Dreams
474049,Women 18-24,Product Launch,15 Days,Pinterest,0.13,$918.59,0.06077407,Austin,Spanish,1595,6178,1,Food,31-01-2022,Palate Paradise
889620,Women 35-44,Market Expansion,15 Days,Twitter,0.02,$918.62,2.39,Austin,Spanish,2718,9569,10,Fashion,08-11-2022,Runway Rebels
185853,Men 35-44,Increase Sales,15 Days,Twitter,0.07,$918.69,6.97,Miami,French,2718,9570,10,Health,30-01-2022,Fitness Front
982766,Women 45-60,Increase Sales,15 Days,Instagram,0.1,$918.74,1.14,Miami,Spanish,2718,9570,3,Food,23-07-2022,Dine Divine
690285,Men 45-60,Market Expansion,15 Days,Facebook,0.12,$918.93,6.58,Los Angeles,Spanish,2718,9571,6,Fashion,13-02-2022,Glam Garments
840357,Women 25-34,Increase Sales,15 Days,Instagram,0.13,$918.97,0.28,Los Angeles,French,2718,9571,1,Home,16-04-2022,Furnish Fine
940547,Women 35-44,Brand Awareness,15 Days,Instagram,0.13,$919.06,1.52,Miami,Spanish,2718,9571,4,Food,22-04-2022,Dine Divine
648402,Women 18-24,Increase Sales,15 Days,Facebook,0.08,$919.20,6.45,New York,French,2718,9572,1,Home,24-09-2022,Cozy Corners
230878,Women 45-60,Product Launch,15 Days,Facebook,0.11,$919.20,3.72,Los Angeles,French,2718,9572,5,Home,11-07-2022,Hearth Harmony
327054,Men 35-44,Product Launch,15 Days,Pinterest,0.07,$919.23,0.838324667,Las Vegas,Spanish,1596,6180,1,Health,17-06-2022,Pulse Point
474366,Women 35-44,Increase Sales,15 Days,Twitter,0.07,$919.26,5.51,Los Angeles,English,2719,9573,3,Fashion,05-12-2022,Vogue Visions
751344,All Ages,Market Expansion,15 Days,Twitter,0.07,$919.34,3.33,Las Vegas,English,2719,9573,2,Home,12-02-2022,Cozy Corners
936987,Men 35-44,Market Expansion,15 Days,Instagram,0.02,$919.36,1.48,New York,Spanish,2719,9574,7,Technology,13-07-2022,Cyber Circuit
787670,Women 35-44,Brand Awareness,15 Days,Twitter,0.01,$919.47,6.06,Las Vegas,Spanish,2719,9574,10,Food,26-08-2022,Dine Divine
664245,Men 35-44,Product Launch,15 Days,Instagram,0.13,$919.63,3.07,Miami,French,2719,9575,10,Food,20-08-2022,Gourmet Grove
994454,Men 35-44,Brand Awareness,15 Days,Instagram,0.1,$919.63,4.06,Las Vegas,English,2719,9575,9,Health,11-07-2022,Fitness Front
134296,Men 35-44,Brand Awareness,15 Days,Pinterest,0.01,$919.64,0.100098468,Los Angeles,English,1597,6182,1,Technology,25-11-2022,Innovate Infinity
119441,Women 18-24,Increase Sales,15 Days,Facebook,0.08,$919.72,3.78,Austin,French,2720,9576,5,Fashion,08-03-2022,Attire Artistry
243091,Women 18-24,Market Expansion,15 Days,Twitter,0.09,$919.77,1.28,Los Angeles,Spanish,2720,9576,8,Technology,04-03-2022,Gadget Giants
522399,Women 35-44,Product Launch,15 Days,Twitter,0.13,$919.93,3.48,Las Vegas,French,2720,9576,2,Health,11-07-2022,Aura Align
127397,Men 25-34,Market Expansion,15 Days,Pinterest,0.03,$920.00,0.005362418,Los Angeles,English,1597,6183,1,Health,27-08-2022,Balance Beam
440659,Women 25-34,Brand Awareness,15 Days,Pinterest,0.12,$920.03,0.94199808,Los Angeles,English,1597,6183,1,Food,05-11-2022,Bistro Bliss
753982,Men 35-44,Product Launch,15 Days,Instagram,0.08,$920.05,0.5,Miami,English,2720,9578,6,Health,14-12-2022,Pulse Point
363390,Men 25-34,Brand Awareness,15 Days,Twitter,0.05,$920.08,2.88,Miami,English,2720,9578,8,Home,27-03-2022,Hearth Harmony
212548,Men 35-44,Market Expansion,15 Days,Instagram,0.01,$920.19,7.57,New York,English,2721,9578,1,Health,15-10-2022,Elixir Essence
668075,Women 25-34,Market Expansion,15 Days,Pinterest,0.15,$920.37,1.074271055,Las Vegas,French,1598,6184,1,Fashion,20-02-2022,Glam Garments
579966,Women 18-24,Increase Sales,15 Days,Pinterest,0.09,$920.39,0.69175191,Las Vegas,Spanish,1598,6184,1,Food,05-11-2022,Culinary Quest
138554,Men 35-44,Brand Awareness,15 Days,Facebook,0.09,$920.44,2.58,New York,Spanish,2721,9580,3,Technology,05-10-2022,Gadget Giants
157196,Women 18-24,Brand Awareness,15 Days,Instagram,0.05,$920.50,2.05,Los Angeles,English,2721,9580,10,Food,14-10-2022,Epicurean Edge
599105,Men 35-44,Product Launch,15 Days,Facebook,0.02,$920.86,4.21,Miami,English,2721,9580,8,Home,05-01-2022,Nest Neat
718821,Men 18-24,Increase Sales,15 Days,Twitter,0.02,$920.88,3.04,Los Angeles,English,2721,9581,10,Fashion,04-11-2022,Silk & Style
120608,Women 18-24,Brand Awareness,15 Days,Instagram,0.09,$920.95,5.69,Miami,English,2722,9581,1,Fashion,18-02-2022,Silk & Style
364860,Women 35-44,Increase Sales,15 Days,Twitter,0.06,$920.96,1.51,Miami,English,2722,9582,8,Food,11-01-2022,Epicurean Edge
148564,Men 18-24,Product Launch,15 Days,Twitter,0.08,$921.02,5.33,Miami,French,2722,9582,7,Health,09-03-2022,Elixir Essence
838549,Women 35-44,Increase Sales,15 Days,Pinterest,0.14,$921.15,0.663152348,Las Vegas,French,1598,6186,1,Home,24-03-2022,Dwell Delight
780966,Men 18-24,Product Launch,15 Days,Facebook,0.06,$921.30,7.61,Los Angeles,French,2722,9583,2,Fashion,16-10-2022,Runway Rebels
596043,Men 35-44,Brand Awareness,15 Days,Instagram,0.09,$921.36,5.59,New York,Spanish,2722,9583,4,Home,12-04-2022,Decor Dreams
630639,Men 18-24,Market Expansion,15 Days,Instagram,0.15,$921.42,6.7,Los Angeles,French,2722,9584,5,Technology,24-11-2022,Gadget Giants
762556,Women 25-34,Increase Sales,15 Days,Twitter,0.1,$921.44,7.17,Miami,English,2722,9584,8,Home,27-04-2022,Dwell Delight
486785,Women 45-60,Increase Sales,15 Days,Facebook,0.03,$921.56,0.89,Los Angeles,French,2723,9584,2,Health,09-05-2022,Pulse Point
980350,Men 18-24,Brand Awareness,15 Days,Facebook,0.09,$921.57,5.32,New York,English,2723,9585,4,Technology,18-06-2022,Innovate Infinity
310694,Men 25-34,Brand Awareness,15 Days,Twitter,0.1,$921.82,7.86,Los Angeles,French,2723,9585,3,Home,23-08-2022,Space Spruce
385702,Women 45-60,Market Expansion,15 Days,Facebook,0.08,$921.85,5.61,Las Vegas,English,2723,9585,10,Home,21-04-2022,Furnish Fine
565714,Women 25-34,Market Expansion,15 Days,Instagram,0.09,$921.97,1.04,Las Vegas,Spanish,2723,9586,3,Health,07-03-2022,Wellness Waves
841547,Women 35-44,Increase Sales,15 Days,Facebook,0.08,$922.03,5.92,Los Angeles,English,2723,9586,1,Health,11-11-2022,Vital Vigor
189364,Women 45-60,Market Expansion,15 Days,Facebook,0.03,$922.05,4.45,Miami,English,2723,9587,6,Food,04-09-2022,Feast Flavors
543031,Women 45-60,Market Expansion,15 Days,Pinterest,0.12,$922.09,0.829387303,New York,English,1599,6189,1,Fashion,30-08-2022,Chic Couture
428219,Women 25-34,Brand Awareness,15 Days,Twitter,0.07,$922.12,5.97,Miami,English,2724,9587,3,Health,27-05-2022,Vigor Valley
924945,Men 25-34,Increase Sales,15 Days,Pinterest,0.14,$922.16,0.384306617,Austin,French,1599,6190,1,Home,28-02-2022,Homely Haven
575551,Women 35-44,Product Launch,15 Days,Instagram,0.06,$922.20,4.21,Miami,Spanish,2724,9588,1,Fashion,07-11-2022,Chic Couture
642349,Women 25-34,Product Launch,15 Days,Facebook,0.08,$922.20,3.56,New York,Spanish,2724,9589,6,Health,13-07-2022,Aura Align
508948,Men 18-24,Product Launch,15 Days,Facebook,0.06,$922.25,3.5,Miami,English,2724,9589,4,Technology,09-10-2022,Innovate Infinity
364998,Men 45-60,Brand Awareness,15 Days,Pinterest,0.11,$922.27,1.204756557,Las Vegas,Spanish,1599,6191,1,Technology,31-12-2022,Tech Titans
485693,Women 35-44,Product Launch,15 Days,Twitter,0.02,$922.28,6.06,Austin,French,2724,9590,6,Health,03-01-2022,Well Wish
165116,Men 35-44,Market Expansion,15 Days,Instagram,0.08,$922.29,5.52,Los Angeles,English,2725,9590,4,Health,17-06-2022,Fitness Front
837739,Men 25-34,Brand Awareness,15 Days,Facebook,0.05,$922.42,1.77,New York,Spanish,2725,9591,10,Fashion,05-12-2022,Runway Rebels
306857,Women 18-24,Increase Sales,15 Days,Instagram,0.05,$922.52,6.82,Austin,French,2725,9591,5,Technology,17-03-2022,Code Crafters
649895,Women 25-34,Product Launch,15 Days,Facebook,0.09,$922.53,4.39,Miami,French,2725,9591,9,Food,23-08-2022,Culinary Quest
463238,Women 45-60,Market Expansion,15 Days,Pinterest,0.05,$922.67,0.441505741,Miami,English,1600,6193,1,Technology,09-06-2022,Gadget Giants
272537,Men 18-24,Product Launch,15 Days,Facebook,0.06,$922.91,3.47,Austin,French,2725,9592,7,Food,30-11-2022,Culinary Quest
460052,Women 45-60,Increase Sales,15 Days,Pinterest,0.1,$923.07,0.995622259,New York,Spanish,1600,6193,1,Food,08-11-2022,Culinary Quest
374545,Men 25-34,Product Launch,15 Days,Facebook,0.09,$923.16,3.85,Miami,Spanish,2725,9593,1,Fashion,26-06-2022,Style Sphere
192314,Men 25-34,Market Expansion,15 Days,Instagram,0.1,$923.16,5.94,Las Vegas,French,2726,9593,9,Health,30-08-2022,Vital Vigor
614590,Women 25-34,Increase Sales,15 Days,Twitter,0.12,$923.23,6.83,Los Angeles,English,2726,9594,6,Health,01-11-2022,Elixir Essence
957818,Men 35-44,Increase Sales,15 Days,Facebook,0.12,$923.33,1.87,New York,French,2726,9594,10,Health,12-03-2022,Well Wish
676810,All Ages,Increase Sales,15 Days,Twitter,0.05,$923.34,7.15,Las Vegas,French,2726,9594,2,Health,14-04-2022,Well Wish
553091,Women 35-44,Product Launch,15 Days,Instagram,0.11,$923.69,5.18,New York,English,2726,9595,7,Home,11-11-2022,Space Spruce
481665,Women 45-60,Brand Awareness,15 Days,Instagram,0.01,$923.70,5.52,Las Vegas,French,2726,9595,3,Food,28-05-2022,Savor Street
550961,Women 35-44,Increase Sales,15 Days,Twitter,0.12,$923.82,5.28,Austin,English,2726,9596,7,Food,12-11-2022,Savor Street
795242,Women 35-44,Increase Sales,15 Days,Pinterest,0.05,$923.96,1.233356119,Austin,Spanish,1601,6195,1,Home,12-06-2022,Homely Haven
401364,Women 45-60,Brand Awareness,15 Days,Instagram,0.1,$923.99,5.23,New York,Spanish,2727,9596,4,Health,15-05-2022,Vital Vigor
187516,Men 25-34,Product Launch,15 Days,Instagram,0.1,$924.02,4.04,Miami,French,2727,9597,6,Technology,22-03-2022,Cyber Circuit
714564,Men 45-60,Increase Sales,15 Days,Pinterest,0.07,$924.11,0.457592995,Los Angeles,Spanish,1601,6196,1,Home,02-04-2022,Space Spruce
650721,All Ages,Market Expansion,15 Days,Instagram,0.07,$924.27,2.58,Miami,English,2727,9598,5,Food,19-07-2022,Feast Flavors
148870,Men 35-44,Increase Sales,15 Days,Facebook,0.08,$924.40,5.24,Los Angeles,English,2727,9598,3,Health,18-12-2022,Well Wish
736149,All Ages,Increase Sales,15 Days,Facebook,0.05,$924.43,0.28,Miami,French,2727,9598,4,Health,12-10-2022,Elixir Essence
310898,Women 18-24,Increase Sales,15 Days,Pinterest,0.09,$924.57,1.176156995,Las Vegas,French,1601,6197,1,Fashion,12-12-2022,Attire Artistry
343858,Men 35-44,Brand Awareness,15 Days,Twitter,0.04,$924.73,1.44,Los Angeles,English,2728,9599,9,Fashion,26-05-2022,Fiber Fashion
219805,Men 18-24,Market Expansion,15 Days,Instagram,0.14,$924.77,7.66,Austin,Spanish,2728,9599,1,Technology,28-01-2022,Cyber Circuit
857667,Women 18-24,Market Expansion,15 Days,Pinterest,0.02,$924.79,0.630977841,Miami,French,1602,6198,1,Food,29-08-2022,Savor Street
147464,Women 25-34,Product Launch,15 Days,Facebook,0.07,$924.83,3.02,Las Vegas,Spanish,2728,9600,6,Home,09-08-2022,Furnish Fine
726564,Women 18-24,Brand Awareness,15 Days,Twitter,0.13,$925.13,7.59,Las Vegas,English,2728,9601,2,Health,12-05-2022,Heal Hub
352844,Women 45-60,Brand Awareness,15 Days,Instagram,0.04,$925.20,5.42,New York,English,2728,9601,8,Food,20-01-2022,Culinary Quest
318318,Men 35-44,Market Expansion,15 Days,Twitter,0.05,$925.21,0.77,Austin,Spanish,2728,9601,2,Health,05-05-2022,Elixir Essence
279340,Women 35-44,Increase Sales,15 Days,Facebook,0.01,$925.28,6.04,Los Angeles,English,2728,9602,6,Food,12-12-2022,Palate Paradise
980083,Women 45-60,Product Launch,15 Days,Twitter,0.14,$925.33,1.72,New York,French,2729,9602,1,Health,04-04-2022,Vital Vigor
159303,Men 45-60,Product Launch,15 Days,Twitter,0.09,$925.50,6.04,Miami,English,2729,9603,1,Fashion,21-02-2022,Silk & Style
245941,All Ages,Market Expansion,15 Days,Instagram,0.13,$925.53,5.19,Las Vegas,French,2729,9603,6,Fashion,27-05-2022,Chic Couture
934366,Men 18-24,Brand Awareness,15 Days,Pinterest,0.03,$925.64,0.062561542,New York,French,1602,6200,1,Fashion,28-12-2022,Style Sphere
799476,Men 25-34,Increase Sales,15 Days,Twitter,0.09,$925.65,2.8,Los Angeles,French,2729,9604,10,Home,11-09-2022,Cozy Corners
725686,Men 35-44,Increase Sales,15 Days,Pinterest,0.11,$925.66,1.149344905,Miami,English,1602,6200,1,Fashion,27-06-2022,Runway Rebels
969015,Women 45-60,Product Launch,15 Days,Pinterest,0.06,$925.72,1.079633473,Austin,French,1602,6201,1,Food,13-06-2022,Gourmet Grove
225861,Women 35-44,Market Expansion,15 Days,Facebook,0.01,$925.79,0.73,Las Vegas,English,2730,9605,6,Health,18-12-2022,Aura Align
625014,Men 35-44,Increase Sales,15 Days,Instagram,0.09,$925.98,5.68,Los Angeles,French,2730,9605,2,Food,15-02-2022,Epicurean Edge
882414,Men 18-24,Increase Sales,15 Days,Facebook,0.11,$926.05,1.5,Austin,English,2730,9606,10,Home,11-07-2022,Space Spruce
378169,Men 45-60,Increase Sales,15 Days,Pinterest,0.12,$926.09,0.164447483,New York,English,1603,6202,1,Technology,09-06-2022,Silicon Saga
244021,Men 35-44,Product Launch,15 Days,Pinterest,0.11,$926.11,1.008134567,Los Angeles,English,1603,6202,1,Food,18-01-2022,Feast Flavors
447297,Men 45-60,Brand Awareness,15 Days,Pinterest,0.04,$926.12,0.214496716,Austin,Spanish,1603,6202,1,Technology,25-02-2022,NexGen Nerds
891911,Women 35-44,Increase Sales,15 Days,Facebook,0.03,$926.17,7.11,Miami,English,2730,9607,9,Health,02-08-2022,Pulse Point
964812,Women 35-44,Market Expansion,15 Days,Twitter,0.05,$926.19,2.86,Austin,French,2730,9608,5,Food,25-03-2022,Bistro Bliss
629422,Women 45-60,Product Launch,15 Days,Pinterest,0.05,$926.27,1.106445562,Los Angeles,French,1603,6203,1,Health,03-07-2022,Pulse Point
132398,Men 35-44,Product Launch,15 Days,Facebook,0.1,$926.33,5.36,Las Vegas,French,2731,9608,8,Health,31-08-2022,Pulse Point
415638,Men 35-44,Brand Awareness,15 Days,Facebook,0.1,$926.36,7.3,Las Vegas,English,2731,9609,10,Fashion,06-04-2022,Vogue Visions
976683,Men 45-60,Brand Awareness,15 Days,Pinterest,0.09,$926.41,1.199394139,Los Angeles,Spanish,1603,6203,1,Home,02-03-2022,Domestic Dream
645785,Women 25-34,Product Launch,15 Days,Facebook,0.13,$926.43,3.96,Los Angeles,French,2731,9610,2,Fashion,08-12-2022,Fiber Fashion
952690,Women 35-44,Market Expansion,15 Days,Twitter,0.02,$926.52,6.34,Austin,French,2731,9610,2,Health,04-07-2022,Aura Align
935577,Men 45-60,Increase Sales,15 Days,Facebook,0.11,$926.56,2.03,Los Angeles,French,2731,9610,7,Technology,09-05-2022,Code Crafters
963725,Men 18-24,Brand Awareness,15 Days,Pinterest,0.05,$926.59,0.173384846,Miami,English,1604,6205,1,Home,04-03-2022,Nest Neat
147800,Men 35-44,Market Expansion,15 Days,Instagram,0.12,$926.83,2.67,Las Vegas,French,2732,9611,3,Home,28-07-2022,Nest Neat
256862,Women 18-24,Market Expansion,15 Days,Twitter,0.14,$926.84,1.74,Las Vegas,English,2732,9612,8,Fashion,15-02-2022,Runway Rebels
409543,Men 18-24,Brand Awareness,15 Days,Pinterest,0.08,$926.88,0.886586428,Austin,Spanish,1604,6205,1,Technology,04-04-2022,Code Crafters
972226,Women 25-34,Increase Sales,15 Days,Instagram,0.15,$926.91,1.22,New York,Spanish,2732,9612,7,Technology,19-06-2022,NexGen Nerds
514393,Men 18-24,Increase Sales,15 Days,Pinterest,0.03,$926.94,0.838324667,Miami,French,1604,6206,1,Food,30-10-2022,Savor Street
844812,Women 35-44,Brand Awareness,15 Days,Twitter,0.04,$927.03,3.39,Los Angeles,English,2732,9613,4,Fashion,22-03-2022,Mode Maven
820603,Women 45-60,Product Launch,15 Days,Twitter,0.11,$927.07,4.25,Los Angeles,English,2732,9614,9,Fashion,08-08-2022,Mode Maven
835944,Men 25-34,Market Expansion,15 Days,Pinterest,0.06,$927.18,0.654214985,Los Angeles,English,1605,6207,1,Food,14-07-2022,Dine Divine
367351,Men 35-44,Increase Sales,15 Days,Twitter,0.08,$927.22,6.02,Austin,French,2733,9614,5,Home,27-06-2022,Cozy Corners
379921,Men 25-34,Market Expansion,15 Days,Instagram,0.06,$927.35,3.1,Los Angeles,French,2733,9615,10,Home,01-11-2022,Dwell Delight
989811,Women 35-44,Market Expansion,15 Days,Facebook,0.03,$927.36,5.93,Las Vegas,Spanish,2733,9615,9,Technology,26-12-2022,Cyber Circuit
109963,Women 25-34,Product Launch,15 Days,Pinterest,0.11,$927.36,0.571991244,Las Vegas,French,1605,6207,1,Home,26-02-2022,Decor Dreams
308713,All Ages,Brand Awareness,15 Days,Twitter,0.14,$927.48,3.41,New York,English,2733,9616,6,Food,13-04-2022,Nosh Nirvana
416667,Women 18-24,Brand Awareness,15 Days,Twitter,0.1,$927.53,2.88,Austin,Spanish,2733,9616,3,Food,26-10-2022,Dine Divine
301458,Men 45-60,Increase Sales,15 Days,Facebook,0.11,$927.54,7.13,Miami,Spanish,2733,9617,5,Food,03-05-2022,Palate Paradise
988007,Men 25-34,Brand Awareness,15 Days,Facebook,0.03,$927.56,4.47,Austin,Spanish,2734,9617,4,Technology,03-12-2022,Gadget Giants
984044,Men 35-44,Market Expansion,15 Days,Twitter,0.09,$927.85,6.74,New York,French,2734,9617,8,Technology,14-07-2022,Tech Titans
411535,Women 35-44,Increase Sales,15 Days,Twitter,0.07,$927.91,7.96,Miami,French,2734,9618,5,Fashion,02-04-2022,Runway Rebels
210572,Men 35-44,Brand Awareness,15 Days,Twitter,0.09,$927.97,3.56,Los Angeles,English,2734,9618,6,Technology,15-11-2022,Giga Geeks
646457,Women 18-24,Increase Sales,15 Days,Facebook,0.03,$928.01,3.49,Los Angeles,English,2734,9619,1,Technology,23-03-2022,Cyber Circuit
264645,Women 18-24,Increase Sales,15 Days,Facebook,0.12,$928.10,4.54,New York,French,2734,9619,5,Home,24-02-2022,Decor Dreams
534891,Men 25-34,Market Expansion,15 Days,Instagram,0.12,$928.11,5.77,Miami,Spanish,2734,9619,4,Home,09-01-2022,Hearth Harmony
400780,Men 45-60,Increase Sales,15 Days,Twitter,0.09,$928.13,5.16,Las Vegas,French,2735,9620,10,Health,31-01-2022,Vital Vigor
176876,Men 45-60,Market Expansion,15 Days,Instagram,0.1,$928.14,7.28,Austin,French,2735,9620,10,Home,17-01-2022,Living Luxe
454489,Men 25-34,Market Expansion,15 Days,Pinterest,0.05,$928.25,0.961660279,Miami,French,1606,6211,1,Technology,27-04-2022,Tech Titans
177207,Women 35-44,Product Launch,15 Days,Facebook,0.12,$928.25,1.53,Las Vegas,Spanish,2735,9621,6,Food,18-08-2022,Gourmet Grove
566568,All Ages,Increase Sales,15 Days,Pinterest,0.15,$928.28,0.328894965,Los Angeles,Spanish,1606,6211,1,Food,24-06-2022,Gourmet Grove
250635,Women 45-60,Product Launch,15 Days,Instagram,0.01,$928.38,2.14,Miami,English,2735,9622,6,Technology,26-09-2022,Giga Geeks
409150,Women 25-34,Market Expansion,15 Days,Instagram,0.05,$928.40,0.06,Miami,French,2735,9622,6,Home,12-05-2022,Cozy Corners
652386,Women 25-34,Brand Awareness,15 Days,Twitter,0.13,$928.43,5.06,New York,Spanish,2735,9623,2,Health,21-08-2022,Vital Vigor
331525,Men 45-60,Brand Awareness,15 Days,Pinterest,0.02,$928.50,1.378141403,Las Vegas,English,1606,6213,1,Technology,26-11-2022,Pixel Pioneers
438121,All Ages,Market Expansion,15 Days,Instagram,0.06,$928.65,5.97,Los Angeles,French,2736,9623,3,Food,07-05-2022,Culinary Quest
379595,Men 18-24,Product Launch,15 Days,Pinterest,0.04,$928.67,0.319957602,Los Angeles,Spanish,1606,6213,1,Home,02-12-2022,Decor Dreams
967595,Women 35-44,Market Expansion,15 Days,Facebook,0.04,$928.70,0.11,Las Vegas,Spanish,2736,9624,8,Fashion,25-08-2022,Chic Couture
835231,All Ages,Brand Awareness,15 Days,Twitter,0.1,$928.76,4.61,Austin,French,2736,9624,10,Health,16-05-2022,Balance Beam
950093,Women 35-44,Increase Sales,15 Days,Facebook,0.07,$928.83,5.73,Miami,English,2736,9625,10,Health,22-07-2022,Balance Beam
232985,Men 25-34,Increase Sales,15 Days,Twitter,0.14,$929.03,4.91,New York,French,2736,9625,6,Health,15-06-2022,Fitness Front
541929,Women 45-60,Brand Awareness,15 Days,Facebook,0.15,$929.04,2.55,Los Angeles,French,2737,9626,7,Food,22-06-2022,Gastronomy Guild
363522,Men 35-44,Market Expansion,15 Days,Twitter,0.08,$929.06,2.96,Miami,French,2737,9626,5,Fashion,31-05-2022,Style Sphere
562674,Women 35-44,Market Expansion,15 Days,Pinterest,0.07,$929.10,1.219056338,Los Angeles,French,1607,6214,1,Fashion,20-04-2022,Style Sphere
875219,All Ages,Increase Sales,15 Days,Instagram,0.12,$929.18,1.75,Las Vegas,Spanish,2737,9627,3,Technology,12-10-2022,Code Crafters
505219,Women 35-44,Increase Sales,15 Days,Twitter,0.01,$929.22,6.7,Los Angeles,English,2737,9627,9,Food,06-12-2022,Culinary Quest
252830,Women 45-60,Market Expansion,15 Days,Twitter,0.13,$929.26,0.47,Austin,English,2737,9628,8,Health,11-04-2022,Elixir Essence
240497,Women 45-60,Brand Awareness,15 Days,Twitter,0.13,$929.37,0.86,Las Vegas,French,2737,9628,3,Home,13-10-2022,Dwell Delight
942831,Men 18-24,Brand Awareness,15 Days,Pinterest,0.03,$929.55,0.911611045,Austin,French,1607,6216,1,Technology,14-10-2022,Silicon Saga
484986,Women 18-24,Brand Awareness,15 Days,Pinterest,0.12,$929.59,0.119760667,New York,French,1608,6216,1,Food,24-02-2022,Savor Street
314514,All Ages,Market Expansion,15 Days,Twitter,0.1,$929.76,1.62,Los Angeles,French,2738,9629,6,Technology,13-12-2022,Code Crafters
543349,Women 25-34,Increase Sales,15 Days,Instagram,0.13,$929.82,7.71,Austin,French,2738,9630,10,Technology,27-01-2022,Innovate Infinity
466694,Men 45-60,Brand Awareness,15 Days,Instagram,0.09,$930.01,0.23,Las Vegas,Spanish,2738,9630,2,Fashion,02-07-2022,Chic Couture
638396,All Ages,Market Expansion,15 Days,Twitter,0.07,$930.05,3.95,New York,French,2738,9630,10,Home,24-05-2022,Homely Haven
929661,Women 18-24,Product Launch,15 Days,Pinterest,0.05,$930.12,0.52194201,New York,French,1608,6218,1,Fashion,31-07-2022,Fiber Fashion
882447,Women 25-34,Increase Sales,15 Days,Twitter,0.07,$930.13,5.46,Los Angeles,French,2738,9631,7,Home,25-07-2022,Cozy Corners
514710,Women 45-60,Market Expansion,15 Days,Facebook,0.11,$930.14,0.1,New York,Spanish,2738,9631,4,Fashion,08-09-2022,Style Sphere
665416,Women 45-60,Market Expansion,15 Days,Twitter,0.08,$930.15,6.94,Los Angeles,Spanish,2739,9632,5,Home,28-06-2022,Homely Haven
974177,Men 18-24,Increase Sales,15 Days,Pinterest,0.11,$930.17,0.959872806,Los Angeles,English,1608,6218,1,Food,24-10-2022,Bistro Bliss
911626,Women 25-34,Market Expansion,15 Days,Instagram,0.03,$930.21,1.74,Austin,English,2739,9633,7,Technology,01-07-2022,Tech Titans
111046,Women 25-34,Product Launch,15 Days,Pinterest,0.02,$930.24,0.221646607,Miami,Spanish,1608,6219,1,Health,26-12-2022,Wellness Waves
713111,Women 45-60,Product Launch,15 Days,Pinterest,0.07,$930.38,0.566628826,New York,French,1608,6219,1,Food,06-05-2022,Gourmet Grove
301533,Women 45-60,Market Expansion,15 Days,Instagram,0.04,$930.47,5.09,Austin,French,2739,9634,10,Technology,06-03-2022,Code Crafters
514437,Men 25-34,Increase Sales,15 Days,Facebook,0.07,$930.55,0.03,Miami,Spanish,2739,9634,6,Food,05-11-2022,Palate Paradise
891913,Women 25-34,Product Launch,15 Days,Instagram,0.05,$930.58,7.01,Las Vegas,French,2740,9635,5,Home,01-06-2022,Cozy Corners
126789,Men 35-44,Brand Awareness,15 Days,Pinterest,0.1,$930.59,0.157297592,New York,English,1609,6220,1,Health,19-06-2022,Elixir Essence
625560,Women 35-44,Market Expansion,15 Days,Facebook,0.15,$930.72,2.45,Los Angeles,Spanish,2740,9635,6,Fashion,21-09-2022,Fiber Fashion
599344,Men 18-24,Brand Awareness,15 Days,Instagram,0.02,$930.83,3.44,New York,French,2740,9636,9,Home,22-08-2022,Dwell Delight
894125,Men 35-44,Product Launch,15 Days,Pinterest,0.13,$930.84,0.990259841,Miami,Spanish,1609,6221,1,Fashion,06-05-2022,Vogue Visions
721372,Women 45-60,Brand Awareness,15 Days,Instagram,0.03,$931.09,6.74,Los Angeles,French,2740,9637,6,Food,16-10-2022,Palate Paradise
221411,Men 25-34,Brand Awareness,15 Days,Facebook,0.04,$931.23,0.27,Miami,Spanish,2740,9637,4,Home,22-12-2022,Living Luxe
985946,Women 18-24,Market Expansion,15 Days,Instagram,0.01,$931.45,0.81,Los Angeles,French,2740,9637,8,Fashion,07-09-2022,Trend Tailors
389412,Men 45-60,Market Expansion,15 Days,Pinterest,0.1,$931.64,0.591653443,New York,Spanish,1609,6222,1,Food,26-08-2022,Dine Divine
302499,Women 18-24,Market Expansion,15 Days,Twitter,0.15,$931.72,7.31,Austin,English,2741,9638,5,Fashion,20-12-2022,Style Sphere
718992,Women 25-34,Brand Awareness,15 Days,Twitter,0.06,$931.75,3.05,Las Vegas,Spanish,2741,9638,4,Health,22-06-2022,Heal Hub
517864,Men 25-34,Product Launch,15 Days,Twitter,0.02,$931.75,6.72,Los Angeles,English,2741,9639,10,Food,06-04-2022,Palate Paradise
